1523802903.87, 0.000, 0.000, 0.000
1523802903.97, -0.004, 0.007, 0.004
1523802904.08, -0.001, 0.004, 0.009
1523802904.17, -0.003, 0.006, 0.007
1523802904.27, -0.003, 0.009, 0.003
1523802904.38, -0.002, 0.008, 0.002
1523802904.47, -0.002, 0.012, 0.005
1523802904.57, -0.003, 0.018, 0.011
1523802904.68, 0.002, 0.026, 0.001
1523802904.78, -0.001, 0.028, 0.012
1523802904.87, 0.004, 0.026, 0.013
1523802904.97, 0.000, 0.030, 0.019
1523802905.07, -0.001, 0.035, 0.026
1523802905.18, 0.004, 0.038, 0.030
1523802905.27, -0.001, 0.041, 0.038
1523802905.37, -0.002, 0.043, 0.052
1523802905.48, -0.005, 0.041, 0.056
1523802905.58, -0.006, 0.041, 0.055
1523802905.68, -0.006, 0.051, 0.061
1523802905.78, 0.003, 0.049, 0.070
1523802905.87, 0.005, 0.052, 0.079
1523802905.98, 0.002, 0.053, 0.088
1523802906.07, 0.006, 0.055, 0.099
1523802906.18, 0.005, 0.063, 0.109
1523802906.28, 0.009, 0.065, 0.114
1523802906.38, 0.020, 0.072, 0.124
1523802906.48, 0.014, 0.078, 0.130
1523802906.58, 0.014, 0.086, 0.137
1523802906.67, 0.015, 0.082, 0.135
1523802906.78, 0.018, 0.083, 0.156
1523802906.88, 0.019, 0.084, 0.169
1523802906.97, 0.021, 0.084, 0.167
1523802907.08, 0.020, 0.085, 0.174
1523802907.17, 0.022, 0.086, 0.182
1523802907.27, 0.025, 0.090, 0.189
1523802907.38, 0.026, 0.095, 0.198
1523802907.48, 0.028, 0.097, 0.198
1523802907.58, 0.030, 0.099, 0.203
1523802907.67, 0.032, 0.102, 0.217
1523802907.77, 0.035, 0.106, 0.225
1523802907.88, 0.035, 0.108, 0.233
1523802907.99, 0.038, 0.115, 0.243
1523802908.08, 0.038, 0.115, 0.246
1523802908.18, 0.036, 0.119, 0.261
1523802908.28, 0.036, 0.125, 0.270
1523802908.38, 0.036, 0.133, 0.275
1523802908.49, 0.030, 0.134, 0.277
1523802908.57, 0.028, 0.133, 0.285
1523802908.68, 0.026, 0.135, 0.296
1523802908.77, 0.028, 0.138, 0.304
1523802908.88, 0.027, 0.138, 0.302
1523802908.98, 0.027, 0.141, 0.304
1523802909.08, 0.030, 0.144, 0.311
1523802909.18, 0.035, 0.147, 0.320
1523802909.28, 0.032, 0.152, 0.330
1523802909.37, 0.037, 0.153, 0.332
1523802909.48, 0.039, 0.152, 0.343
1523802909.58, 0.043, 0.156, 0.351
1523802909.68, 0.044, 0.156, 0.357
1523802909.78, 0.046, 0.159, 0.366
1523802909.88, 0.052, 0.163, 0.373
1523802909.98, 0.062, 0.164, 0.378
1523802910.09, 0.064, 0.166, 0.391
1523802910.17, 0.064, 0.171, 0.392
1523802910.27, 0.064, 0.173, 0.398
1523802910.38, 0.066, 0.174, 0.404
1523802910.48, 0.071, 0.180, 0.411
1523802910.57, 0.076, 0.182, 0.422
1523802910.69, 0.077, 0.183, 0.438
1523802910.78, 0.077, 0.185, 0.443
1523802910.88, 0.077, 0.182, 0.452
1523802910.98, 0.083, 0.187, 0.455
1523802911.08, 0.085, 0.187, 0.468
1523802911.18, 0.087, 0.189, 0.475
1523802911.27, 0.087, 0.190, 0.481
1523802911.38, 0.088, 0.188, 0.499
1523802911.48, 0.094, 0.194, 0.514
1523802911.58, 0.095, 0.197, 0.505
1523802911.68, 0.095, 0.195, 0.518
1523802911.78, 0.094, 0.195, 0.521
1523802911.88, 0.095, 0.206, 0.524
1523802911.99, 0.094, 0.204, 0.540
1523802912.08, 0.094, 0.207, 0.550
1523802912.18, 0.094, 0.212, 0.553
1523802912.28, 0.095, 0.212, 0.553
1523802912.38, 0.096, 0.217, 0.555
1523802912.48, 0.099, 0.223, 0.561
1523802912.58, 0.099, 0.222, 0.569
1523802912.68, 0.100, 0.216, 0.584
1523802912.78, 0.103, 0.215, 0.596
1523802912.88, 0.102, 0.217, 0.608
1523802912.98, 0.106, 0.218, 0.612
1523802913.08, 0.113, 0.217, 0.620
1523802913.18, 0.115, 0.219, 0.635
1523802913.29, 0.118, 0.218, 0.645
1523802913.38, 0.118, 0.220, 0.664
1523802913.49, 0.122, 0.222, 0.666
1523802913.59, 0.127, 0.227, 0.670
1523802913.68, 0.131, 0.227, 0.679
1523802913.77, 0.133, 0.228, 0.703
1523802913.88, 0.136, 0.232, 0.710
1523802913.98, 0.140, 0.238, 0.709
1523802914.08, 0.141, 0.243, 0.713
1523802914.18, 0.147, 0.244, 0.724
1523802914.29, 0.148, 0.243, 0.736
1523802914.39, 0.156, 0.250, 0.738
1523802914.48, 0.162, 0.247, 0.752
1523802914.58, 0.167, 0.251, 0.754
1523802914.68, 0.165, 0.249, 0.746
1523802914.78, 0.163, 0.254, 0.761
1523802914.89, 0.166, 0.260, 0.770
1523802914.99, 0.166, 0.265, 0.780
1523802915.09, 0.167, 0.267, 0.798
1523802915.18, 0.164, 0.265, 0.813
1523802915.28, 0.161, 0.272, 0.835
1523802915.38, 0.165, 0.269, 0.834
1523802915.48, 0.170, 0.268, 0.844
1523802915.58, 0.174, 0.269, 0.859
1523802915.68, 0.175, 0.270, 0.870
1523802915.78, 0.180, 0.279, 0.874
1523802915.87, 0.179, 0.283, 0.871
1523802915.98, 0.184, 0.287, 0.884
1523802916.08, 0.190, 0.290, 0.894
1523802916.18, 0.192, 0.296, 0.903
1523802916.28, 0.197, 0.301, 0.918
1523802916.39, 0.202, 0.299, 0.931
