1464002842050237000, 26501, 26501
1464002842155096000, 26491, 26491
1464002842259943000, 26568, 26568
1464002842364773000, 26403, 26403
1464002842469649000, 26385, 26385
1464002842574460000, 26735, 26735
1464002842679321000, 26792, 26792
1464002842784147000, 26832, 26832
1464002842888972000, 26752, 26752
1464002842993848000, 26768, 26768
1464002843098731000, 26717, 26717
1464002843203536000, 26660, 26660
1464002843308379000, 26691, 26691
1464002843413191000, 26743, 26743
1464002843518042000, 26512, 26512
1464002843622870000, 26499, 26499
1464002843727709000, 26445, 26445
1464002843832585000, 26384, 26384
1464002843937439000, 26527, 26527
1464002844042242000, 26512, 26512
1464002844147098000, 26536, 26536
1464002844251919000, 26405, 26405
1464002844356763000, 26329, 26329
1464002844461644000, 26511, 26511
1464002844566451000, 26267, 26267
1464002844671278000, 26126, 26126
1464002844776160000, 26134, 26134
1464002844881015000, 26406, 26406
1464002844985835000, 26452, 26452
1464002845090655000, 26373, 26373
1464002845195520000, 26458, 26458
1464002845300366000, 26387, 26387
1464002845405241000, 26353, 26353
1464002845510023000, 26387, 26387
1464002845614871000, 26453, 26453
1464002845719746000, 26247, 26247
1464002845824573000, 26269, 26269
1464002845929411000, 26265, 26265
1464002846034236000, 26409, 26409
1464002846139070000, 26510, 26510
1464002846243919000, 26498, 26498
1464002846348730000, 26479, 26479
1464002846453581000, 26364, 26364
1464002846558437000, 26426, 26426
1464002846663272000, 26467, 26467
1464002846768141000, 26272, 26272
1464002846872980000, 26222, 26222
1464002846977802000, 26154, 26154
1464002847082654000, 26363, 26363
1464002847187482000, 26488, 26488
1464002847292353000, 26385, 26385
1464002847397170000, 26433, 26433
1464002847501996000, 26272, 26272
1464002847606893000, 26285, 26285
1464002847711696000, 26333, 26333
1464002847816521000, 26399, 26399
1464002847921385000, 26107, 26107
1464002848026229000, 26119, 26119
1464002848131061000, 26153, 26153
1464002848235890000, 26386, 26386
1464002848340730000, 26309, 26309
1464002848445578000, 26351, 26351
1464002848550450000, 26330, 26330
1464002848655278000, 26277, 26277
1464002848760120000, 26394, 26394
1464002848864943000, 26563, 26563
1464002848969799000, 26487, 26487
1464002849074675000, 26274, 26274
1464002849179489000, 26207, 26207
1464002849284324000, 26400, 26400
1464002849389179000, 26577, 26577
1464002849494020000, 26620, 26620
1464002849598840000, 26538, 26538
1464002849703707000, 26289, 26289
1464002849808525000, 26424, 26424
1464002849913357000, 26508, 26508
1464002850018212000, 26441, 26441
1464002850123051000, 26385, 26385
1464002850227900000, 26442, 26442
1464002850332729000, 26663, 26663
1464002850437626000, 26732, 26732
1464002850542446000, 26673, 26673
1464002850647309000, 26563, 26563
1464002850752093000, 26622, 26622
1464002850856969000, 26522, 26522
1464002850961783000, 26707, 26707
1464002851066649000, 26976, 26976
1464002851171484000, 26869, 26869
1464002851276317000, 26643, 26643
1464002851381165000, 26579, 26579
1464002851486012000, 26580, 26580
1464002851590821000, 26729, 26729
1464002851695700000, 26818, 26818
1464002851800527000, 26781, 26781
1464002851905385000, 26793, 26793
1464002852010210000, 26756, 26756
1464002852115100000, 27014, 27014
1464002852219927000, 26792, 26792
1464002852324795000, 26706, 26706
1464002852429564000, 27037, 27037
1464002852534417000, 27013, 27013
1464002852639309000, 27067, 27067
1464002852744122000, 27053, 27053
1464002852848990000, 26983, 26983
1464002852953794000, 27060, 27060
1464002853058617000, 27014, 27014
1464002853163474000, 26852, 26852
1464002853268291000, 26920, 26920
1464002853373136000, 26884, 26884
1464002853477991000, 26887, 26887
1464002853582841000, 26743, 26743
1464002853687665000, 26642, 26642
1464002853792513000, 26948, 26948
1464002853897362000, 26833, 26833
1464002854002181000, 27121, 27121
1464002854107031000, 27168, 27168
1464002854211885000, 27005, 27005
1464002854316713000, 27103, 27103
1464002854421573000, 27203, 27203
1464002854526405000, 26884, 26884
1464002854631251000, 27028, 27028
1464002854736105000, 26997, 26997
1464002854840925000, 27107, 27107
1464002854945786000, 27023, 27023
1464002855050619000, 26905, 26905
1464002855155486000, 26870, 26870
1464002855260325000, 26819, 26819
1464002855365158000, 26590, 26590
1464002855470030000, 26638, 26638
1464002855574851000, 26610, 26610
1464002855679669000, 26495, 26495
1464002855784522000, 26448, 26448
1464002855889373000, 26525, 26525
1464002855994185000, 26390, 26390
1464002856099073000, 26434, 26434
1464002856203890000, 26563, 26563
1464002856308731000, 26804, 26804
1464002856413560000, 26648, 26648
1464002856518389000, 26687, 26687
1464002856623284000, 26654, 26654
1464002856728100000, 26633, 26633
1464002856832943000, 26820, 26820
1464002856937777000, 26897, 26897
1464002857042631000, 26921, 26921
1464002857147451000, 26807, 26807
1464002857252350000, 26809, 26809
1464002857357133000, 26876, 26876
1464002857461972000, 26846, 26846
1464002857566820000, 26698, 26698
1464002857671689000, 26769, 26769
1464002857776536000, 26815, 26815
1464002857881352000, 26578, 26578
1464002857986229000, 26596, 26596
1464002858091024000, 26596, 26596
1464002858195910000, 26509, 26509
1464002858300747000, 26575, 26575
1464002858405578000, 26782, 26782
1464002858510414000, 26881, 26881
1464002858615230000, 26695, 26695
1464002858720136000, 26774, 26774
1464002858824961000, 26712, 26712
1464002858929748000, 26802, 26802
1464002859034644000, 26931, 26931
1464002859139461000, 26961, 26961
1464002859244280000, 26951, 26951
1464002859349149000, 26890, 26890
1464002859453969000, 26902, 26902
1464002859558817000, 26900, 26900
1464002859663674000, 26871, 26871
1464002859768497000, 26697, 26697
1464002859873335000, 26836, 26836
1464002859978176000, 26866, 26866
1464002860083061000, 26595, 26595
1464002860187918000, 26576, 26576
1464002860292677000, 26684, 26684
1464002860397569000, 26430, 26430
1464002860502391000, 26566, 26566
1464002860607246000, 26674, 26674
1464002860712081000, 26816, 26816
1464002860816913000, 26682, 26682
1464002860921747000, 26739, 26739
1464002861026627000, 26777, 26777
1464002861131453000, 26660, 26660
1464002861236299000, 26843, 26843
1464002861341120000, 26823, 26823
1464002861445942000, 26832, 26832
1464002861550799000, 26812, 26812
1464002861655623000, 26802, 26802
1464002861760514000, 26802, 26802
1464002861865355000, 26803, 26803
1464002861970183000, 26591, 26591
1464002862075019000, 26693, 26693
1464002862179859000, 26708, 26708
1464002862284682000, 26549, 26549
1464002862389511000, 26440, 26440
1464002862494373000, 26549, 26549
1464002862599212000, 26277, 26277
1464002862704044000, 26562, 26562
1464002862808877000, 26487, 26487
1464002862913748000, 26755, 26755
1464002863018577000, 26740, 26740
1464002863123446000, 26651, 26651
1464002863228255000, 26774, 26774
1464002863333096000, 26552, 26552
1464002863437955000, 26850, 26850
1464002863542828000, 26870, 26870
1464002863647650000, 26864, 26864
1464002863752480000, 26867, 26867
1464002863857322000, 26817, 26817
1464002863962174000, 26834, 26834
1464002864067017000, 26839, 26839
1464002864171847000, 26666, 26666
