1317357625557814000, 122627, 122627
1317357625661737000, 122620, 122620
1317357625765679000, 122663, 122663
1317357625869618000, 122582, 122582
1317357625973512000, 122505, 122505
1317357626077358000, 122527, 122527
1317357626181181000, 122371, 122371
1317357626284981000, 122301, 122301
1317357626388737000, 122298, 122298
1317357626492463000, 122336, 122336
1317357626596208000, 122475, 122475
1317357626699959000, 122549, 122549
1317357626803690000, 122873, 122873
1317357626907418000, 122798, 122798
1317357627011141000, 122902, 122902
1317357627114850000, 123071, 123071
1317357627218528000, 123092, 123092
1317357627322200000, 123070, 123070
1317357627425878000, 123020, 123020
1317357627529581000, 123079, 123079
1317357627633285000, 122906, 122906
1317357627736965000, 122982, 122982
1317357627840644000, 122954, 122954
1317357627944298000, 122761, 122761
1317357628047902000, 122664, 122664
1317357628151512000, 122561, 122561
1317357628255144000, 122505, 122505
1317357628358776000, 122344, 122344
1317357628462433000, 122317, 122317
1317357628566108000, 122253, 122253
1317357628669808000, 122231, 122231
1317357628773536000, 122254, 122254
1317357628877241000, 122135, 122135
1317357628980943000, 122245, 122245
1317357629084691000, 122168, 122168
1317357629188467000, 122068, 122068
1317357629292267000, 121905, 121905
1317357629396108000, 121901, 121901
1317357629500016000, 122132, 122132
1317357629604012000, 122218, 122218
1317357629708085000, 122150, 122150
1317357629812197000, 122267, 122267
1317357629916337000, 122990, 122990
1317357630020543000, 123115, 123115
1317357630124815000, 123146, 123146
1317357630229118000, 123158, 123158
1317357630333445000, 122656, 122656
1317357630437796000, 121878, 121878
1317357630542147000, 120690, 120690
1317357630646497000, 119089, 119089
1317357630750825000, 117763, 117763
1317357630855127000, 116863, 116863
1317357630959429000, 115888, 115888
1317357631063733000, 114556, 114556
1317357631167988000, 113356, 113356
1317357631272217000, 113460, 113460
1317357631376423000, 113729, 113729
1317357631480582000, 113088, 113088
1317357631584742000, 113525, 113525
1317357631688902000, 113790, 113790
1317357631793035000, 114634, 114634
1317357631897148000, 115346, 115346
1317357632001236000, 116734, 116734
1317357632105297000, 115998, 115998
1317357632209362000, 114479, 114479
1317357632313398000, 114010, 114010
1317357632417413000, 114638, 114638
1317357632521426000, 116545, 116545
1317357632625416000, 116560, 116560
1317357632729408000, 116334, 116334
1317357632833399000, 115500, 115500
1317357632937367000, 115590, 115590
1317357633041334000, 115521, 115521
1317357633145301000, 116879, 116879
1317357633249266000, 117921, 117921
1317357633353209000, 118255, 118255
1317357633457153000, 118021, 118021
1317357633561121000, 117191, 117191
1317357633665088000, 116224, 116224
1317357633769054000, 116888, 116888
1317357633873043000, 117347, 117347
1317357633977033000, 117503, 117503
1317357634081001000, 116401, 116401
1317357634184943000, 114644, 114644
1317357634288885000, 113321, 113321
1317357634392851000, 113307, 113307
1317357634496819000, 113781, 113781
1317357634600810000, 115491, 115491
1317357634704799000, 116845, 116845
1317357634808743000, 118731, 118731
1317357634912687000, 120359, 120359
1317357635016629000, 121549, 121549
1317357635120571000, 122620, 122620
1317357635224513000, 123321, 123321
1317357635328456000, 124074, 124074
1317357635432400000, 124450, 124450
1317357635536318000, 124681, 124681
1317357635640236000, 124826, 124826
1317357635744180000, 124826, 124826
